time,value
0.06857142857142857,0.8116883116883116
0.096,1.461038961038961
0.15085714285714286,1.461038961038961
0.17828571428571427,1.461038961038961
0.26057142857142856,1.461038961038961
0.34285714285714286,1.461038961038961
0.3977142857142857,1.461038961038961
0.48,1.461038961038961
0.5622857142857143,1.461038961038961
0.672,1.461038961038961
0.6994285714285715,1.461038961038961
0.8091428571428572,1.461038961038961
0.8914285714285715,1.461038961038961
0.9737142857142858,1.461038961038961
1.0011428571428573,1.461038961038961
1.0834285714285714,1.461038961038961
1.1382857142857143,1.461038961038961
1.2205714285714286,1.461038961038961
1.248,1.461038961038961
1.302857142857143,1.461038961038961
1.3577142857142857,1.461038961038961
1.4125714285714286,1.461038961038961
1.44,1.461038961038961
1.4948571428571429,1.1363636363636365
1.5497142857142858,1.1363636363636365
1.577142857142857,1.1363636363636365
1.6594285714285715,1.1363636363636365
1.7142857142857142,1.1363636363636365
1.7965714285714287,1.1363636363636365
1.878857142857143,1.1363636363636365
1.9062857142857144,1.1363636363636365
1.9885714285714284,1.1363636363636365
2.0708571428571427,1.1363636363636365
2.1257142857142854,1.1363636363636365
2.3177142857142856,1.1363636363636365
2.3725714285714283,1.1363636363636365
2.4548571428571426,1.1363636363636365
2.5371428571428574,1.7857142857142856
2.592,1.7857142857142856
2.619428571428571,1.7857142857142856
2.701714285714286,2.1103896103896105
2.7565714285714282,2.1103896103896105
2.8114285714285714,2.4350649350649354
2.838857142857143,2.4350649350649354
2.9211428571428573,2.4350649350649354
2.9485714285714284,2.4350649350649354
2.976,2.4350649350649354
3.0034285714285716,2.4350649350649354
3.058285714285714,3.0844155844155843
3.1131428571428574,3.0844155844155843
3.1954285714285717,3.0844155844155843
3.250285714285714,3.0844155844155843
3.2777142857142856,3.0844155844155843
3.3600000000000003,3.0844155844155843
3.442285714285714,3.0844155844155843
3.5245714285714285,3.0844155844155843
3.5519999999999996,3.0844155844155843
3.6342857142857143,3.0844155844155843
3.7165714285714286,3.4090909090909087
3.826285714285714,3.4090909090909087
3.8811428571428577,3.4090909090909087
4.018285714285714,3.7337662337662336
4.128,3.7337662337662336
4.155428571428572,4.058441558441558
4.2377142857142855,4.058441558441558
4.32,4.058441558441558
4.402285714285714,4.383116883116883
4.429714285714286,4.383116883116883
4.5120000000000005,4.383116883116883
4.621714285714285,4.707792207792208
4.676571428571429,5.032467532467533
4.731428571428571,5.032467532467533
4.841142857142857,5.357142857142857
4.950857142857143,5.681818181818182
5.0605714285714285,6.0064935064935066
5.115428571428572,6.331168831168831
5.225142857142857,6.6558441558441555
5.307428571428572,6.6558441558441555
5.362285714285714,6.98051948051948
5.417142857142856,6.98051948051948
5.472,7.305194805194805
5.554285714285714,7.629870129870129
5.581714285714286,7.629870129870129
5.6091428571428565,7.629870129870129
5.664,7.954545454545454
5.691428571428572,7.954545454545454
5.718857142857143,8.279220779220779
5.801142857142857,8.279220779220779
5.910857142857143,8.279220779220779
5.993142857142857,8.279220779220779
6.212571428571428,8.603896103896105
6.377142857142857,8.928571428571429
6.541714285714286,9.577922077922079
6.6240000000000006,9.577922077922079
6.815999999999999,10.227272727272728
6.953142857142857,10.876623376623376
7.035428571428572,10.876623376623376
7.227428571428572,11.525974025974026
7.364571428571429,11.85064935064935
7.556571428571428,12.824675324675324
7.61142857142857,13.474025974025974
7.748571428571428,14.123376623376624
7.885714285714286,14.772727272727273
8.050285714285714,15.422077922077923
8.132571428571428,16.071428571428573
8.242285714285714,16.3961038961039
8.324571428571428,17.045454545454543
8.379428571428571,17.37012987012987
8.461714285714287,18.019480519480517
8.544,18.66883116883117
8.626285714285714,18.993506493506494
8.653714285714287,19.318181818181817
8.736,19.642857142857142
8.790857142857142,19.967532467532468
8.873142857142858,20.616883116883116
8.928,20.941558441558442
8.955428571428572,21.266233766233768
9.010285714285715,21.59090909090909
9.065142857142858,21.59090909090909
9.120000000000001,21.915584415584416
9.174857142857142,22.24025974025974
9.202285714285715,22.564935064935064
9.229714285714286,22.564935064935064
9.257142857142858,22.88961038961039
9.366857142857143,24.18831168831169
9.476571428571429,25.162337662337663
9.696000000000002,26.461038961038962
9.942857142857143,27.435064935064936
10.189714285714285,29.05844155844156
10.299428571428571,29.383116883116884
10.491428571428571,30.357142857142854
10.820571428571428,32.3051948051948
10.902857142857144,32.62987012987013
11.040000000000001,33.27922077922078
11.232000000000001,34.25324675324675
11.396571428571429,35.22727272727273
11.451428571428572,35.22727272727273
11.561142857142856,35.87662337662338
11.670857142857143,36.201298701298704
11.78057142857143,36.85064935064935
11.835428571428572,37.17532467532468
11.945142857142857,38.14935064935065
12.054857142857145,39.12337662337662
12.137142857142855,39.77272727272727
12.192,39.77272727272727
12.274285714285714,40.42207792207792
12.329142857142855,40.74675324675325
12.384,41.07142857142857
12.411428571428571,41.07142857142857
12.438857142857142,41.396103896103895
12.466285714285714,41.396103896103895
12.493714285714287,41.72077922077922
12.521142857142856,42.04545454545455
12.630857142857142,43.34415584415584
12.768,43.993506493506494
12.932571428571428,45.2922077922078
13.316571428571429,47.564935064935064
13.453714285714288,48.538961038961034
13.645714285714288,49.83766233766234
13.782857142857143,50.81168831168831
13.919999999999998,51.461038961038966
14.029714285714284,51.78571428571429
14.358857142857143,54.05844155844156
14.495999999999999,55.032467532467535
14.523428571428571,55.35714285714286
14.633142857142857,56.006493506493506
14.715428571428571,56.33116883116883
14.825142857142856,56.65584415584416
14.85257142857143,56.980519480519476
14.962285714285715,57.62987012987013
15.154285714285715,59.253246753246756
15.181714285714285,59.577922077922075
15.264,60.22727272727273
15.31885714285714,60.55194805194806
15.346285714285715,60.87662337662337
15.373714285714286,60.87662337662337
15.401142857142856,61.201298701298704
15.42857142857143,61.201298701298704
15.456,61.201298701298704
15.510857142857141,61.850649350649356
15.675428571428572,62.5
15.730285714285715,62.5
15.894857142857141,63.149350649350644
16.032,63.798701298701296
16.196571428571428,64.44805194805194
16.251428571428573,65.09740259740259
16.388571428571428,65.42207792207793
16.525714285714287,65.74675324675324
16.635428571428573,66.3961038961039
16.74514285714286,67.04545454545455
17.019428571428573,68.01948051948052
17.15657142857143,68.66883116883116
17.211428571428574,68.9935064935065
17.375999999999998,69.64285714285714
17.51314285714286,70.29220779220779
17.677714285714284,71.5909090909091
17.73257142857143,71.9155844155844
17.869714285714284,72.56493506493507
17.97942857142857,73.21428571428571
18.089142857142857,73.53896103896103
